player_id,Name,Sex,Team,NOC,Year,Season,City,Sport,Event,Medal
2436,Anna (-osterman),F,Sweden,SWE,1928,Summer,Amsterdam,Athletics,Athletics Women's High Jump,No medal
2437,Bengt Ahlstrm,M,Finland,FIN,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,No medal
2438,Sten Hlund,M,Sweden,SWE,1952,Summer,Helsinki,Football,Football Men's Football,Bronze
2439,Gustav Hlund,M,Sweden,SWE,1956,Summer,Melbourne,Athletics,"Athletics Men's 5,000 metres",No medal
2440,Gustav Hlund,M,Sweden,SWE,1956,Summer,Melbourne,Athletics,"Athletics Men's 10,000 metres",No medal
2441,Jitendarjit Ahluwalia,M,India,IND,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",No medal
2442,Jitendarjit Ahluwalia,M,India,IND,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",No medal
2443,Abbas Ahmad,M,Egypt,EGY,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",No medal
2444,Abbas Ahmad,M,Egypt,EGY,1948,Summer,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
2445,Bashir Ahmad,M,Pakistan,PAK,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
2446,Ibrahim Ahmad,M,Qatar,QAT,1984,Summer,Los Angeles,Football,Football Men's Football,No medal
2447,Sheikh Ahmad,M,Great Britain,GBR,1972,Summer,Munich,Hockey,Hockey Men's Hockey,No medal
2448,Maqsood Ahmad,M,Pakistan,PAK,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,No medal
2449,Mohamed Juma,M,United Arab Emirates,UAE,2012,Summer,London,Football,Football Men's Football,No medal
2450,Ramli Ahmad,M,Malaysia,MAS,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,No medal
2451,Ramli Ahmad,M,Malaysia,MAS,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,No medal
2452,Tontowi Ahmad,M,Indonesia,INA,2012,Summer,London,Badminton,Badminton Mixed Doubles,No medal
2453,Tontowi Ahmad,M,Indonesia-1,INA,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
2454,Waseem Ahmad,M,Pakistan,PAK,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,No medal
2455,Waseem Ahmad,M,Pakistan,PAK,2004,Summer,Athina,Hockey,Hockey Men's Hockey,No medal
2456,Waseem Ahmad,M,Pakistan,PAK,2012,Summer,London,Hockey,Hockey Men's Hockey,No medal
2457,Yahya Ahmad,M,Malaysia,MAS,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",No medal
2458,Elaheh Ahmadi,F,Iran,IRI,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
2459,Elaheh Ahmadi,F,Iran,IRI,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",No medal
2460,Elaheh Ahmadi,F,Iran,IRI,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
2461,Arne Hman,M,Sweden,SWE,1948,Summer,London,Athletics,Athletics Men's High Jump,No medal
2462,Arne Hman,M,Sweden,SWE,1948,Summer,London,Athletics,Athletics Men's Triple Jump,Gold
2463,Arne Hman,M,Sweden,SWE,1952,Summer,Helsinki,Athletics,Athletics Men's Triple Jump,No medal
2464,Jrg Ahmann,M,Germany,GER,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,No medal
2465,Jrg Ahmann,M,Germany-1,GER,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
2466,Christine (-perham),F,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
2467,Christine (-perham),F,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
2468,Christine (-perham),F,United States,USA,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
2469,Abdalla Ahmed,M,Egypt,EGY,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,No medal
2470,Abdel Ahmed,M,Egypt,EGY,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,No medal
2471,Abdul Ahmed,M,Somalia,SOM,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,No medal
2472,Abdullah Ahmed,M,Libya,LBA,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,No medal
2473,Abdullah Ahmed,M,Libya,LBA,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,No medal
2474,Adnan Ahmed,M,Egypt,EGY,2004,Summer,Athina,Hockey,Hockey Men's Hockey,No medal
2475,Muhammad Ahmed,M,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2476,Alaa Khdhayir,M,Iraq,IRQ,1980,Summer,Moskva,Football,Football Men's Football,No medal
2477,Alaa Ahmed,M,Egypt,EGY,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,No medal
2478,Muhammad Ahmed,M,Pakistan,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
2479,Azneem Ahmed,M,Maldives,MDV,2012,Summer,London,Athletics,Athletics Men's 100 metres,No medal
2480,Bashir Ahmed,M,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
2481,Esraa El-sayed,F,Egypt,EGY,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,No medal
2482,Fareed Ahmed,M,Pakistan,PAK,2012,Summer,London,Hockey,Hockey Men's Hockey,No medal
2483,Ghofran Zaki,M,Egypt,EGY,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,No medal
2484,Hadi Basheer,M,Iraq,IRQ,1980,Summer,Moskva,Football,Football Men's Football,No medal
2485,Hamid Ahmed,M,Iraq,IRQ,1948,Summer,London,Basketball,Basketball Men's Basketball,No medal
2486,Hassan Ahmed,M,Iraq,IRQ,1988,Summer,Seoul,Football,Football Men's Football,No medal
2487,Heba Ahmed,F,Egypt,EGY,2008,Summer,Beijing,Rowing,Rowing Women's Single Sculls,No medal
2488,A. Ahmed,M,India,IND,1956,Summer,Melbourne,Football,Football Men's Football,No medal
2489,Ishtiaq Ahmed,M,Pakistan,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2490,Ishtiaq Ahmed,M,Pakistan,PAK,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,No medal
2491,Mahmoud Ahmed,M,Egypt,EGY,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,No medal
2492,Manzoor Ahmed,M,Pakistan,PAK,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,No medal
2493,Manzoor Ahmed,M,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2494,Manzoor Ahmed,M,Pakistan,PAK,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,No medal
2495,Masood Ahmed,M,Pakistan,PAK,1948,Summer,London,Hockey,Hockey Men's Hockey,No medal
2496,Mohammed Ahmed,M,Iraq,IRQ,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,No medal
2497,Mohammed Ahmed,M,Canada,CAN,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",No medal
2498,Mohammed Ahmed,M,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",No medal
2499,Mohammed Ahmed,M,Canada,CAN,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",No medal
2500,Muhammad Ahmed,M,Pakistan,PAK,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,No medal
2501,Mumtaz Ahmed,M,Pakistan,PAK,2004,Summer,Athina,Swimming,Swimming Men's 100 metres Freestyle,No medal
2502,Mushtaq Ahmed,M,Pakistan,PAK,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
2503,Mushtaq Ahmed,M,Pakistan,PAK,1960,Summer,Roma,Hockey,Hockey Men's Hockey,Gold
2504,Nasir Ahmed,M,Pakistan,PAK,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,No medal
2505,Raed Ahmed,M,Iraq,IRQ,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Heavyweight I,No medal
2506,Riaz Ahmed,M,Pakistan,PAK,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
2507,Riaz Ahmed,M,Pakistan,PAK,1972,Summer,Munich,Hockey,Hockey Men's Hockey,Silver
2508,Samia Ahmed,F,Egypt,EGY,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,No medal
2509,Samia Ahmed,F,Egypt,EGY,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,No medal
2510,Shahbaz Ahmed,M,Pakistan,PAK,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,No medal
2511,Shahbaz Ahmed,M,Pakistan,PAK,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
2512,Shahbaz Ahmed,M,Pakistan,PAK,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,No medal
2513,Shakeel Ahmed,M,India,IND,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,No medal
2514,Shamha Ahmed,F,Maldives,MDV,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres,No medal
2515,Shehabeldin Saad,M,Egypt,EGY,2012,Summer,London,Football,Football Men's Football,No medal
2516,Sohail Ahmed,M,Pakistan,PAK,2004,Summer,Athina,Boxing,Boxing Men's Featherweight,No medal
2517,Zemzem Deko,F,Ethiopia,ETH,2008,Summer,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
2518,Ehab Nagi,M,South Yemen,YMD,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,No medal
2519,Masbah Ahmmed,M,Bangladesh,BAN,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,No medal
2532,Arthur Ahnger,M,Lucky Girl-1,FIN,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
2533,Eugen Ahnstrm,M,Sweden,SWE,1928,Summer,Amsterdam,Diving,Diving Men's Platform,No medal
2534,Aimo Aho,M,Finland,FIN,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,No medal
2535,Matti Aho,M,Finland,FIN,1960,Summer,Roma,Boxing,Boxing Men's Light-Heavyweight,No medal
2536,Paavo Aho,M,Finland,FIN,1912,Summer,Stockholm,Athletics,Athletics Men's Shot Put,No medal
2537,Paavo Aho,M,Finland,FIN,1912,Summer,Stockholm,Athletics,"Athletics Men's Shot Put, Both Hands",No medal
2538,Pascal Aho,M,Benin,BEN,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,No medal
2539,Pascal Aho,M,Benin,BEN,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,No medal
2540,Seppo Aho,M,Finland,FIN,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
2541,Seppo Aho,M,Finland,FIN,1968,Summer,Mexico City,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
2542,Viljo Aho,M,Finland,FIN,1960,Summer,Roma,Boxing,Boxing Men's Welterweight,No medal
2544,Juha Ahokas,M,Finland,FIN,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
2545,Juha Ahokas,M,Finland,FIN,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
2546,Juha Ahokas,M,Finland,FIN,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
2547,Juha Ahokas,M,Finland,FIN,2004,Summer,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
2548,Kouame Aholou,M,Togo,TOG,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
2566,Leo Ahonen,M,Finland,FIN,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,No medal
2567,Leo Ahonen,M,Finland,FIN,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Pairs,No medal
2569,Odile Ahouanwanou,F,Benin,BEN,2012,Summer,London,Athletics,Athletics Women's 100 metres Hurdles,No medal
2570,Murielle Ahour,F,Cote d'Ivoire,CIV,2012,Summer,London,Athletics,Athletics Women's 100 metres,No medal
2571,Murielle Ahour,F,Cote d'Ivoire,CIV,2012,Summer,London,Athletics,Athletics Women's 200 metres,No medal
2572,Murielle Ahour,F,Cote d'Ivoire,CIV,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
2573,Murielle Ahour,F,Cote d'Ivoire,CIV,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal
2574,Herwig Ahrendsen,M,West Germany,FRG,1972,Summer,Munich,Handball,Handball Men's Handball,No medal
2575,Erich Ahrendt,M,Germany,GER,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,No medal
2576,Peter Ahrendt,M,Mutafo,GER,1964,Summer,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
2577,Brigitte Ahrenholz,F,East Germany,GDR,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
2578,Christian Ahrens,M,United States,USA,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,No medal
2579,Christian Ahrens,M,United States,USA,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2580,Gaby Ahrens,F,Namibia,NAM,2008,Summer,Beijing,Shooting,Shooting Women's Trap,No medal
2581,Gaby Ahrens,F,Namibia,NAM,2012,Summer,London,Shooting,Shooting Women's Trap,No medal
2582,Gaby Ahrens,F,Namibia,NAM,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,No medal
2583,Guillermo Valdivia,M,Peru,PER,1948,Summer,London,Basketball,Basketball Men's Basketball,No medal
2584,Marlene (-ebensperger),F,Chile,CHI,1956,Summer,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
2585,Marlene (-ebensperger),F,Chile,CHI,1960,Summer,Roma,Athletics,Athletics Women's Javelin Throw,No medal
2586,Stefan Ahrens,M,Germany,GER,2000,Summer,Sydney,Diving,Diving Men's Springboard,No medal
2587,Thomas Ahrens,M,Germany,GER,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
2590,Mohammad Ahsan,M,Indonesia,INA,2012,Summer,London,Badminton,Badminton Men's Doubles,No medal
2591,Mohammad Ahsan,M,Indonesia,INA,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,No medal
2592,Mustafa Ahshad,M,Libya,LBA,1992,Summer,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight,No medal
2593,Nicole Ahsinger,F,United States,USA,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,No medal
2594,Gustav Hsman,M,Sweden,SWE,1956,Summer,Melbourne,Boxing,Boxing Men's Heavyweight,No medal
2597,Antonio Ruiz,M,Colombia,COL,1948,Summer,London,Fencing,"Fencing Men's epee, Individual",No medal
2598,Daniel Gaete,M,Chile,CHI,1984,Summer,Los Angeles,Football,Football Men's Football,No medal
2599,Herminio Ortiz,M,Mexico,MEX,1924,Summer,Paris,Athletics,Athletics Men's 100 metres,No medal
2600,Herminio Ortiz,M,Mexico,MEX,1924,Summer,Paris,Athletics,Athletics Men's 200 metres,No medal
2601,Ren Rodrguez,M,Mexico,MEX,1956,Summer,Melbourne,Athletics,Athletics Men's 100 metres,No medal
2602,Ren Rodrguez,M,Mexico,MEX,1956,Summer,Melbourne,Athletics,Athletics Men's 200 metres,No medal
2603,Johannes Ahun,M,Estonia,EST,2008,Summer,Beijing,Sailing,Sailing Men's Windsurfer,No medal
2604,Johannes Ahun,M,Estonia,EST,2012,Summer,London,Sailing,Sailing Men's Windsurfer,No medal
2605,Viktor Ahven,M,Finland,FIN,1960,Summer,Roma,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",No medal
2606,Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2012,Summer,London,Athletics,Athletics Women's 100 metres,No medal
2607,Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2012,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
2608,Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,No medal
2609,Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,No medal
2610,Michelle-Lee Ahye,F,Trinidad and Tobago,TTO,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
2611,Ai Linuer,M,China,CHN,2004,Summer,Athina,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
2612,Ai Yanhan,F,China,CHN,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Freestyle,No medal
2613,Ai Yanhan,F,China,CHN,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal
2614,Jrmy Aicardi,M,France,FRA,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,No medal
2615,Matteo Aicardi,M,Italy,ITA,2012,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver
2616,Matteo Aicardi,M,Italy,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2617,Mara Amicarelli,F,Argentina,ARG,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,No medal
2618,Mara Amicarelli,F,Argentina,ARG,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
2619,Mara Amicarelli,F,Argentina,ARG,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
2620,Mara Amicarelli,F,Argentina,ARG,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
2621,Mohamed Al-aich,M,Algeria,ALG,2004,Summer,Athina,Rowing,Rowing Men's Single Sculls,No medal
2623,Utz Aichinger,M,West Germany,FRG,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,No medal
2624,Juan Aichino,M,Argentina,ARG,1948,Summer,London,Rowing,Rowing Men's Coxed Eights,No medal
2625,Vlad-Drago Aicoboae,M,Romania,ROU,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,No medal
2626,Hideaki Aida,M,Japan,JPN,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Fours,No medal
2627,Chrif Aidara,M,Mauritania,MTN,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,No medal
2628,Chrif Aidara,M,Mauritania,MTN,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,No medal
2629,Aleksis Aide,M,Russia,RUS,1912,Summer,Stockholm,Athletics,Athletics Men's 10 kilometres Walk,No medal
2630,Mehdi Aidet,M,Algeria,ALG,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,No medal
2631,Mehdi Aidet,M,Algeria,ALG,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",No medal
2632,Mehdi Aidet,M,Algeria,ALG,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",No medal
2633,Neringa Aidietyt,F,Lithuania,LTU,2012,Summer,London,Athletics,Athletics Women's 20 kilometres Walk,No medal
2634,Neringa Aidietyt,F,Lithuania,LTU,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,No medal
2635,Rosaria Aiello,F,Italy,ITA,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
2636,Pasquale Aiese,M,Italy,ITA,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxless Pairs,No medal
2637,Franz Aigner,M,Austria,AUT,1924,Summer,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
2638,Hannes Aigner,M,Germany,GER,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
2639,Hannes Aigner,M,Germany,GER,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, Slalom",No medal
2640,Ingeborg (-weichert),F,Austria,AUT,1964,Summer,Tokyo,Athletics,Athletics Women's 100 metres,No medal
2641,Ingeborg (-weichert),F,Austria,AUT,1964,Summer,Tokyo,Athletics,Athletics Women's 200 metres,No medal
2642,Ingeborg (-weichert),F,Austria,AUT,1964,Summer,Tokyo,Athletics,Athletics Women's 80 metres Hurdles,No medal
2643,Ingeborg (-weichert),F,Austria,AUT,1968,Summer,Mexico City,Athletics,Athletics Women's 80 metres Hurdles,No medal
2644,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Individual All-Around,No medal
2645,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
2646,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
2647,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horse Vault,No medal
2648,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Parallel Bars,No medal
2649,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
2650,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Rings,No medal
2651,Nobuyuki Aihara,M,Japan,JPN,1956,Summer,Melbourne,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
2652,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Individual All-Around,No medal
2653,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
2654,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
2655,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horse Vault,No medal
2656,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Parallel Bars,No medal
2657,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
2658,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Rings,No medal
2659,Nobuyuki Aihara,M,Japan,JPN,1960,Summer,Roma,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
2660,Toyoyi Aihara,M,Japan,JPN,1936,Summer,Berlin,Athletics,Athletics Men's 400 metres,No medal
2661,Toyoyi Aihara,M,Japan,JPN,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
2662,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,No medal
2663,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
2664,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Floor Exercise,No medal
2665,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horse Vault,No medal
2666,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Parallel Bars,No medal
2667,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Horizontal Bar,No medal
2668,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Rings,No medal
2669,Yutaka Aihara,M,Japan,JPN,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Pommelled Horse,No medal
2672,Ryoji Aikawa,M,Japan,JPN,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
2673,Harry Aikines-aryeetey,M,Great Britain,GBR,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
2674,Alexander Aikman,M,Australia,AUS,1956,Summer,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
2675,Clelia Ailara,F,Italy,ITA,2000,Summer,Sydney,Softball,Softball Women's Softball,No medal
2676,Alessandro Aimar,M,Italy,ITA,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
2677,Alessandro Aimar,M,Italy,ITA,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
2678,Ambrosio Aimar,M,Argentina,ARG,1948,Summer,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
2679,Lucien Aimar,M,France,FRA,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",No medal
2680,Mongkol Aimmanolrom,M,Thailand,THA,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,No medal
2687,Djamel Ainaoui,M,France,FRA,2000,Summer,Sydney,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
2688,Charles Ainslie,M,Great Britain,GBR,1996,Summer,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
2689,Charles Ainslie,M,Great Britain,GBR,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
2690,Charles Ainslie,M,Great Britain,GBR,2004,Summer,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
2691,Charles Ainslie,M,Great Britain,GBR,2008,Summer,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
2692,Charles Ainslie,M,Great Britain,GBR,2012,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
2693,Ian Ainslie,M,South Africa,RSA,1992,Summer,Barcelona,Sailing,Sailing Men's One Person Dinghy,No medal
2694,Ian Ainslie,M,South Africa,RSA,1996,Summer,Atlanta,Sailing,Sailing Men's One Person Dinghy,No medal
2695,Ian Ainslie,M,South Africa,RSA,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,No medal
2696,Kurt Ainsworth,M,United States,USA,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
2698,Sophie Ainsworth,F,Great Britain,GBR,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,No medal
2699,John Ainsworth-davis,M,Great Britain,GBR,1920,Summer,Antwerpen,Athletics,Athletics Men's 400 metres,No medal
2700,John Ainsworth-davis,M,Great Britain,GBR,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
2701,Armi (-bveryd),F,Sweden,SWE,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,No medal
2702,Armi (-bveryd),F,Sweden,SWE,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Butterfly,No medal
2703,Joan (-weedon),F,Great Britain,GBR,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,No medal
2704,Mauro Airez,M,Argentina,ARG,1988,Summer,Seoul,Football,Football Men's Football,No medal
2705,Markku Airio,M,Finland,FIN,1976,Summer,Montreal,Judo,Judo Men's Heavyweight,No medal
2706,Markku Airio,M,Finland,FIN,1976,Summer,Montreal,Judo,Judo Men's Open Class,No medal
2709,Anna (-pocock),F,Great Britain,GBR,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Painting, Paintings",No medal
